1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,label
257,419,357.0,223.0,203.0,284.0,219.0,307.0,257.0,196.0,69.0,192.0,338.0,396.0,423.0,376.0,438.0,384.0,392.0,376.0,326.0,292.0,0.0,B
407,388,369.0,484.0,438.0,369.0,238.0,134.0,265.0,269.0,411.0,415.0,461.0,492.0,383.0,336.3333333333333,371.3333333333333,335.3333333333333,362.3333333333333,307.0,269.6666666666667,266.3333333333333,0.0,B
311,307,342.0,453.0,361.0,426.0,326.0,265.0,361.0,238.0,234.0,196.0,196.0,292.0,343.0,296.6666666666667,304.66666666666663,286.6666666666667,332.6666666666667,238.0,213.33333333333331,240.66666666666666,0.0,B
226,203,223.0,323.0,384.0,338.0,223.0,238.0,238.0,157.0,284.0,226.0,319.0,319.0,303.0,257.0,238.0,238.0,303.0,169.0,157.0,215.0,238.0,B
234,276,257.0,384.0,461.0,419.0,446.0,361.0,357.0,296.0,461.0,369.0,346.0,273.0,288.0,342.0,253.0,342.0,284.0,246.0,186.0,259.0,276.5,B
338,376,361.0,357.0,384.0,357.0,326.0,342.0,315.0,296.0,426.0,434.0,442.0,465.0,373.0,273.0,326.0,261.0,242.0,323.0,215.0,303.0,315.0,B
342,346,346.0,307.0,415.0,319.0,373.0,461.0,388.0,453.0,353.0,457.0,319.0,292.0,292.0,273.0,261.0,223.0,196.0,257.0,346.0,442.0,415.0,B
415,376,357.0,319.0,319.0,396.0,457.0,438.0,419.0,411.0,442.0,473.0,384.0,365.0,276.0,292.0,361.0,234.0,323.0,226.0,319.0,169.0,257.0,B
346,373,396.0,438.0,469.0,438.0,373.0,303.0,311.0,292.0,292.0,253.0,265.0,176.0,369.0,278.5,363.0,253.5,315.0,270.5,267.0,205.5,245.5,B
311,196,173.0,134.0,203.0,296.0,365.0,311.0,284.0,411.0,407.0,373.0,376.0,392.0,384.0,265.0,365.0,273.0,307.0,315.0,215.0,242.0,234.0,B
334,326,361.0,261.0,261.0,334.0,307.0,253.0,453.0,461.0,388.0,426.0,469.0,453.0,434.0,384.0,403.0,284.0,269.0,223.0,342.0,357.0,346.0,B
346,292,434.0,407.0,373.0,292.0,246.0,238.0,357.0,426.0,446.0,419.0,392.0,388.0,369.0,361.0,411.0,238.0,319.0,323.0,192.0,319.0,273.0,B
334,457,446.0,384.0,403.0,338.0,315.0,303.0,307.0,269.0,215.0,107.0,57.0,223.0,388.0,411.0,426.0,319.0,319.0,369.0,247.5,340.6666666666667,274.0,B
296,392,284.0,365.0,407.0,426.0,446.0,453.0,373.0,365.0,415.0,296.0,311.0,357.0,307.0,396.0,411.0,296.0,292.0,342.0,303.0,362.3333333333333,275.0,B
257,353,361.0,315.0,357.0,392.0,307.0,396.0,373.0,426.0,396.0,342.0,269.0,338.0,303.0,307.0,369.0,353.0,365.0,311.0,369.0,384.0,276.0,B
319,296,315.0,226.0,173.0,192.0,253.0,261.0,423.0,353.0,338.0,346.0,361.0,369.0,61.0,215.0,392.0,355.0,349.5,286.0,346.0,311.0,251.0,B
484,492,484.0,461.0,484.0,392.0,392.0,346.0,261.0,296.0,423.0,303.0,342.0,396.0,376.0,346.0,357.0,357.0,334.0,261.0,323.0,238.0,226.0,B
269,265,376.0,265.0,411.0,319.0,253.0,242.0,253.0,311.0,334.0,303.0,326.0,326.0,407.0,357.0,338.0,265.0,373.0,361.0,357.0,196.0,365.0,B
384,319,307.0,307.0,307.0,315.0,296.0,346.0,388.0,369.0,357.0,365.0,403.0,484.0,346.0,296.0,253.0,334.0,334.0,396.0,369.0,273.0,373.0,B
319,388,319.0,407.0,419.0,419.0,407.0,288.0,334.0,292.0,215.0,169.0,303.0,488.0,319.0,315.0,261.0,238.0,226.0,242.0,276.0,292.0,338.0,B
396,296,307.0,292.0,196.0,315.0,323.0,269.0,246.0,276.0,219.0,126.0,26.0,238.0,323.0,419.0,461.0,392.0,484.0,469.0,473.0,311.0,303.0,B
403,357,357.0,311.0,419.0,388.0,411.0,296.0,353.0,365.0,307.0,392.0,276.0,196.0,146.0,107.0,215.0,365.0,353.0,369.0,307.0,457.0,438.0,B
384,234,192.0,207.0,242.0,215.0,292.0,369.0,384.0,396.0,323.0,242.0,284.0,223.0,246.0,353.0,419.0,326.0,392.0,461.0,253.0,288.0,381.6666666666667,B
419,334,384.0,303.0,342.0,261.0,338.0,326.0,369.0,284.0,311.0,184.0,111.0,369.0,407.0,403.0,446.0,488.0,426.5,374.5,295.5,290.0,325.3333333333333,B
342,273,334.0,307.0,376.0,376.0,307.0,411.0,292.0,411.0,307.0,396.0,253.0,303.0,173.0,307.0,307.0,407.0,461.0,288.0,338.0,292.0,269.0,B
242,138,76.0,34.0,3.0,57.0,57.0,257.0,157.0,323.0,238.0,315.0,303.0,323.0,261.0,242.0,324.5,347.5,401.5,301.5,370.5,332.5,321.0,B
323,276,373.0,361.0,365.0,319.0,365.0,392.0,296.0,419.0,369.0,392.0,407.0,434.0,311.0,334.0,342.0,288.0,342.0,315.0,403.0,373.0,373.0,B
284,373,411.0,388.0,453.0,438.0,307.0,161.0,276.0,407.0,453.0,453.0,476.0,446.0,373.0,323.6666666666667,367.6666666666667,312.3333333333333,370.0,319.75,367.5,365.25,361.25,B
292,23,26.0,69.0,292.0,361.0,411.0,376.0,442.0,473.0,407.0,369.0,430.0,405.5,388.0,313.3333333333333,393.3333333333333,336.6666666666667,398.0,324.5,332.0,357.5,349.5,B
365,353,265.0,284.0,292.0,307.0,142.0,146.0,176.0,173.0,261.0,242.0,384.0,365.0,403.0,303.0,419.0,361.0,426.0,329.25,296.5,349.75,337.75,B
392,376,438.0,276.0,403.0,361.0,365.0,361.0,269.0,384.0,426.0,419.0,19.0,119.0,192.0,261.0,334.0,388.0,307.0,334.0,261.0,342.0,326.0,B
319,211,219.0,146.0,65.0,207.0,153.0,215.0,303.0,426.0,465.0,415.0,423.0,292.0,334.0,388.0,488.0,323.0,419.0,476.0,357.0,407.0,357.0,B
388,296,303.0,307.0,423.0,415.0,403.0,311.0,384.0,369.0,103.0,76.0,146.0,192.0,315.0,365.0,376.0,403.0,461.0,446.0,365.0,397.75,349.6666666666667,B
465,357,492.0,392.0,384.0,311.0,253.0,215.0,134.0,84.0,46.0,134.0,288.0,253.0,326.0,403.0,384.0,365.0,492.0,415.0,396.0,388.5,342.3333333333333,B
307,253,73.0,42.0,84.0,211.0,226.0,326.0,234.0,253.0,411.0,384.0,276.0,411.0,461.0,420.5,380.0,409.0,419.0,392.0,375.6,379.25,335.0,B
388,376,284.0,419.0,292.0,292.0,292.0,373.0,142.0,34.0,53.0,246.0,288.0,373.0,423.0,438.0,376.0,453.0,346.0,369.0,355.2,370.0,327.6666666666667,B
461,261,369.0,415.0,434.0,407.0,369.0,361.0,261.0,138.0,76.0,15.0,176.0,257.0,353.0,207.0,265.0,326.0,342.0,346.0,334.8,360.75,320.3333333333333,B
488,419,419.0,342.0,365.0,19.0,176.0,303.0,311.0,419.0,369.0,246.0,276.0,257.0,238.0,357.0,315.0,382.6666666666667,357.3333333333333,351.0,314.4,351.5,313.0,B
342,346,388.0,296.0,376.0,303.0,296.0,323.0,284.0,69.0,226.0,273.0,396.0,319.0,323.0,476.0,340.0,439.3333333333333,372.6666666666667,356.0,294.0,342.25,305.6666666666667,B
461,334,369.0,261.0,407.0,369.0,361.0,361.0,238.0,238.0,319.0,173.0,92.0,176.0,319.0,426.0,365.0,496.0,388.0,361.0,273.6,333.0,298.3333333333333,B
338,273,361.0,396.0,457.0,319.0,276.0,242.0,169.0,76.0,65.0,153.0,296.0,215.0,365.0,376.0,365.0,419.0,317.3333333333333,338.0,253.20000000000002,323.75,291.0,B
496,407,484.0,384.0,423.0,273.0,242.0,276.0,311.0,161.0,76.0,292.0,259.5,236.0,290.0,330.0,301.5,342.0,246.66666666666666,315.0,232.8,314.5,283.6666666666667,B
165,173,203.0,211.0,315.0,276.0,392.0,442.0,369.0,303.0,215.0,234.0,223.0,257.0,215.0,284.0,238.0,265.0,176.0,292.0,212.4,305.25,276.33333333333337,B
173,292,296.0,296.0,261.0,288.0,223.0,211.0,311.0,353.0,296.0,315.0,338.0,396.0,342.0,361.0,207.0,296.0,311.0,269.0,192.0,296.0,269.0,B
303,292,284.0,307.0,334.0,357.0,396.0,384.0,265.0,388.0,338.0,292.0,426.0,419.0,261.0,326.0,263.0,315.0,324.5,238.0,280.5,267.0,274.6666666666667,B
307,273,211.0,257.0,326.0,396.0,376.0,338.0,292.0,288.0,426.0,334.0,438.0,438.0,469.0,365.0,319.0,334.0,338.0,207.0,369.0,238.0,280.3333333333333,B
307,388,292.0,307.0,261.0,273.0,326.0,369.0,276.0,276.0,338.0,361.0,338.0,273.0,265.0,419.0,376.0,396.0,384.0,288.0,257.0,272.5,286.0,B
415,373,415.0,384.0,326.0,438.0,342.0,315.0,373.0,365.0,303.0,453.0,342.0,369.0,365.0,165.0,273.0,303.0,242.0,284.0,338.0,307.0,291.6666666666667,B
273,334,384.0,392.0,338.0,446.0,403.0,415.0,376.0,357.0,365.0,442.0,476.0,442.0,373.0,419.0,338.0,269.0,303.0,307.0,317.0,290.0,297.3333333333333,B
315,273,315.0,353.0,288.0,369.0,376.0,357.0,419.0,342.0,353.0,284.0,407.0,419.0,446.0,488.0,423.0,296.0,392.0,338.0,296.0,273.0,303.0,B
238,284,284.0,276.0,365.0,373.0,357.0,292.0,365.0,373.0,365.0,469.0,373.0,434.0,315.0,234.0,323.0,342.0,373.0,326.0,276.0,284.0,332.0,B
319,311,315.0,396.0,307.0,388.0,369.0,403.0,376.0,384.0,496.0,403.0,442.0,426.0,361.0,365.0,388.0,365.0,353.0,323.0,303.0,346.0,361.0,B
265,346,369.0,403.0,446.0,469.0,442.0,457.0,342.0,446.0,392.0,473.0,453.0,407.0,415.0,376.0,338.0,292.0,332.0,342.0,297.5,357.5,336.0,B
334,334,334.0,323.0,284.0,353.0,326.0,346.0,369.0,326.0,365.0,353.0,473.0,438.0,315.0,246.0,284.0,276.0,311.0,361.0,292.0,369.0,311.0,B
323,196,303.0,238.0,307.0,288.0,342.0,369.0,319.0,457.0,353.0,469.0,373.0,469.0,323.0,373.0,415.0,411.0,423.0,384.0,315.0,353.0,303.3333333333333,B
442,346,334.0,423.0,415.0,346.0,342.0,411.0,373.0,388.0,388.0,373.0,311.0,265.0,196.0,223.0,153.0,153.0,196.0,353.5,340.0,299.5,295.6666666666667,B
265,307,292.0,338.0,338.0,388.0,338.0,411.0,338.0,469.0,392.0,365.0,319.0,415.0,392.0,415.0,369.0,423.0,357.0,323.0,365.0,246.0,288.0,B
396,457,357.0,446.0,346.0,442.0,334.0,361.0,273.0,261.0,288.0,419.0,446.0,461.0,469.0,346.0,361.0,323.0,253.0,326.0,373.0,253.0,323.0,B
338,319,361.0,361.0,369.0,334.0,357.0,426.0,361.0,415.0,376.0,419.0,265.0,303.0,326.0,265.0,253.0,323.0,261.0,288.0,269.0,157.0,188.0,B
257,261,288.0,265.0,446.0,311.0,392.0,373.0,376.0,311.0,365.0,296.0,384.0,338.0,426.0,453.0,438.0,369.0,357.0,319.0,361.0,288.0,365.0,B
215,215,296.0,326.0,407.0,361.0,326.0,415.0,342.0,473.0,438.0,319.0,357.0,353.0,307.0,173.0,196.0,169.0,261.0,311.0,203.0,257.0,347.0,B
407,307,253.0,269.0,403.0,357.0,461.0,276.0,269.0,442.0,384.0,365.0,323.0,376.0,257.0,392.0,373.0,251.5,338.0,363.0,280.0,222.5,329.0,B
415,323,303.0,307.0,342.0,361.0,334.0,342.0,396.0,373.0,426.0,334.0,334.0,326.0,315.0,357.0,396.0,334.0,415.0,415.0,357.0,188.0,311.0,B
426,346,334.0,315.0,338.0,434.0,357.0,334.0,338.0,346.0,442.0,353.0,392.0,388.0,403.0,453.0,415.0,276.0,357.0,365.0,292.0,238.0,334.0,B
265,338,326.0,334.0,246.0,353.0,311.0,342.0,342.0,261.0,315.0,311.0,361.0,376.0,419.0,415.0,415.0,338.0,353.0,407.0,357.0,257.0,269.0,B
403,438,238.0,253.0,153.0,207.0,188.0,396.0,369.0,323.0,338.0,303.0,319.0,323.0,215.0,257.0,292.0,338.0,296.0,385.3333333333333,346.6666666666667,268.6666666666667,276.6666666666667,B
338,303,342.0,373.0,353.0,288.0,319.0,273.0,196.0,176.0,246.0,207.0,165.0,196.0,223.0,319.0,261.0,353.0,323.0,363.6666666666667,336.3333333333333,280.3333333333333,284.3333333333333,B
276,426,376.0,461.0,376.0,303.0,334.0,284.0,319.0,184.0,173.0,242.0,303.0,353.0,369.0,326.0,434.0,338.0,334.0,342.0,326.0,292.0,292.0,B
326,253,342.0,296.0,369.0,361.0,407.0,396.0,326.0,273.0,234.0,296.0,276.0,392.0,407.0,373.0,334.0,307.0,288.0,346.0,253.0,307.0,342.0,B
357,357,323.0,365.0,353.0,384.0,284.0,411.0,357.0,273.0,242.0,334.0,438.0,392.0,369.0,388.0,288.0,242.0,323.0,334.0,442.0,384.0,426.0,B
261,353,342.0,319.0,365.0,376.0,334.0,292.0,253.0,419.0,353.0,396.0,353.0,357.0,365.0,388.0,384.0,346.0,265.0,373.0,361.0,376.0,326.0,B
346,353,338.0,426.0,292.0,334.0,303.0,415.0,384.0,438.0,384.0,311.0,346.0,434.0,415.0,376.0,269.0,265.0,326.0,315.0,396.0,357.0,169.0,B
376,365,403.0,292.0,361.0,426.0,307.0,415.0,396.0,292.0,273.0,192.0,238.0,357.0,357.0,365.0,373.0,361.0,442.0,311.0,367.0,348.7857142857143,174.0344827586207,B
323,369,388.0,415.0,423.0,376.0,453.0,426.0,469.0,373.0,373.0,261.0,369.0,315.0,288.0,334.0,361.0,403.0,292.0,307.0,338.0,340.57142857142856,179.06896551724137,B
376,338,296.0,342.0,353.0,323.0,303.0,334.0,323.0,376.0,403.0,284.0,338.0,461.0,446.0,426.0,373.0,419.0,396.0,297.5,324.5,332.3571428571429,184.10344827586206,B
411,384,365.0,373.0,434.0,426.0,373.0,361.0,284.0,411.0,338.0,353.0,342.0,326.0,346.0,273.0,246.0,334.0,369.0,288.0,311.0,324.14285714285717,189.13793103448276,B
273,334,376.0,426.0,326.0,311.0,319.0,292.0,334.0,315.0,338.0,392.0,411.0,373.0,361.0,311.0,426.0,376.0,269.0,392.0,304.5,315.92857142857144,194.17241379310346,B
296,173,146.0,123.0,265.0,176.0,219.0,238.0,323.0,296.0,338.0,338.0,326.0,307.0,161.0,134.0,169.0,226.0,219.0,309.0,298.0,307.7142857142857,199.20689655172413,B
246,261,288.0,307.0,296.0,196.0,292.0,253.0,269.0,292.0,353.0,376.0,361.0,353.0,357.0,257.0,207.0,257.0,253.0,226.0,291.5,299.5,204.24137931034483,B
315,307,296.0,303.0,257.0,292.0,253.0,169.0,234.0,276.0,211.0,219.0,288.0,257.0,284.0,188.0,307.0,246.0,234.0,261.0,285.0,291.2857142857143,209.27586206896552,B
234,323,311.0,346.0,357.0,315.0,303.0,292.0,361.0,361.0,269.0,242.0,196.0,169.0,188.0,242.0,238.0,296.0,269.0,196.0,278.5,283.07142857142856,214.31034482758622,B
311,326,334.0,323.0,288.0,284.0,292.0,273.0,273.0,246.0,396.0,257.0,346.0,307.0,334.0,323.0,311.0,161.0,257.0,257.0,272.0,274.8571428571429,219.3448275862069,B
315,315,276.0,346.0,265.0,296.0,311.0,373.0,276.0,303.0,253.0,346.0,238.0,361.0,311.0,265.0,311.0,357.0,211.0,256.0,265.5,266.64285714285717,224.3793103448276,B
353,284,392.0,246.0,342.0,319.0,388.0,234.0,361.0,184.0,284.0,257.0,326.0,265.0,353.0,261.0,269.0,338.0,276.0,255.0,259.0,258.42857142857144,229.41379310344826,B
273,334,284.0,342.0,342.0,338.0,292.0,265.0,411.0,261.0,369.0,288.0,261.0,234.0,334.0,215.0,303.5,278.5,247.5,254.0,252.5,250.21428571428572,234.44827586206895,B
207,196,357.0,276.0,238.0,238.0,361.0,346.0,369.0,223.0,323.0,346.0,353.0,234.0,261.0,169.0,338.0,219.0,219.0,253.0,246.0,242.0,239.48275862068965,B
315,269,346.0,361.0,361.0,246.0,388.0,342.0,342.0,265.0,261.0,203.0,273.0,388.0,365.0,223.0,299.5,261.0,222.5,251.53846153846155,255.46666666666667,247.6,244.51724137931035,B
315,419,334.0,303.0,176.0,165.0,296.0,323.0,346.0,269.0,288.0,284.0,273.0,288.0,261.0,242.0,261.0,303.0,226.0,250.07692307692307,264.93333333333334,253.2,249.55172413793105,B
315,384,423.0,384.0,311.0,492.0,415.0,373.0,361.0,257.0,242.0,207.0,196.0,276.0,165.0,233.0,252.0,280.0,217.66666666666666,248.6153846153846,274.4,258.8,254.58620689655172,B
384,276,146.0,26.0,88.0,96.0,165.0,184.0,165.0,288.0,223.0,234.0,203.0,169.0,303.0,224.0,243.0,257.0,209.33333333333334,247.15384615384616,283.8666666666667,264.4,259.62068965517244,B
265,246,257.0,303.0,319.0,346.0,226.0,307.0,257.0,315.0,342.0,303.0,238.0,242.0,253.0,215.0,234.0,234.0,201.0,245.69230769230768,293.3333333333333,270.0,264.6551724137931,B
261,242,242.0,288.0,338.0,376.0,288.0,319.0,234.0,223.0,215.0,265.0,265.0,246.0,265.0,326.0,269.0,273.6666666666667,192.66666666666666,244.23076923076923,302.8,275.6,269.6896551724138,B
342,376,311.0,373.0,226.0,246.0,315.0,261.0,373.0,303.0,207.0,157.0,261.0,207.0,296.0,176.0,307.0,313.3333333333333,184.33333333333331,242.76923076923077,312.26666666666665,281.2,274.7241379310345,B
388,338,434.0,276.0,292.0,265.0,323.0,176.0,234.0,276.0,353.0,288.0,369.0,315.0,323.0,261.0,288.0,353.0,176.0,241.30769230769232,321.73333333333335,286.8,279.7586206896552,B
226,407,392.0,342.0,303.0,265.0,226.0,288.0,311.0,411.0,246.0,338.0,265.0,319.0,215.0,269.0,276.0,373.0,177.6,239.84615384615384,331.2,292.4,284.7931034482759,B
334,261,338.0,242.0,323.0,284.0,226.0,319.0,253.0,223.0,238.0,207.0,353.0,273.0,319.0,257.0,303.0,211.0,179.2,238.3846153846154,340.6666666666667,298.0,289.8275862068965,B
207,373,273.0,361.0,346.0,211.0,265.0,115.0,253.0,261.0,261.0,288.0,269.0,265.0,292.0,192.0,267.3333333333333,197.0,180.8,236.92307692307693,350.1333333333333,303.6,294.8620689655172,B
442,334,319.0,419.0,292.0,196.0,376.0,365.0,376.0,276.0,284.0,169.0,184.0,161.0,207.0,219.0,231.66666666666669,183.0,182.4,235.46153846153845,359.6,309.2,299.8965517241379,B
365,269,223.0,261.0,257.0,219.0,157.0,184.0,342.0,223.0,265.0,161.0,196.0,215.0,242.0,192.0,196.0,169.0,184.0,234.0,369.06666666666666,314.8,304.9310344827586,B
311,338,346.0,407.0,415.0,376.0,353.0,276.0,246.0,123.0,92.0,3.0,265.0,373.0,442.0,342.0,411.0,288.0,265.0,284.0,378.5333333333333,320.4,309.9655172413793,B
265,407,242.0,288.0,423.0,376.0,265.0,211.0,3.0,96.0,219.0,334.0,392.0,392.0,407.0,403.0,446.0,365.0,403.0,326.0,388.0,326.0,315.0,B
419,273,261.0,303.0,253.0,234.0,246.0,153.0,196.0,188.0,253.0,257.0,288.0,234.0,242.0,246.0,238.0,284.0,354.3333333333333,353.0,389.3333333333333,311.2857142857143,301.85714285714283,B
292,223,88.0,61.0,157.0,273.0,361.0,319.0,403.0,326.0,203.0,276.0,276.0,301.5,213.0,246.0,255.5,340.0,305.6666666666667,380.0,390.6666666666667,296.57142857142856,288.7142857142857,B
265,369,338.0,273.0,253.0,315.0,357.0,176.0,226.0,123.0,115.0,226.0,246.0,369.0,184.0,246.0,273.0,396.0,257.0,407.0,392.0,281.8571428571429,275.57142857142856,B
388,407,396.0,419.0,338.0,276.0,288.0,242.0,169.0,65.0,396.0,357.0,453.0,361.0,373.0,237.0,273.0,356.5,254.25,384.0,367.0,267.14285714285717,262.42857142857144,B
419,257,219.0,223.0,219.0,245.5,236.0,240.0,171.0,192.0,305.5,316.5,345.5,309.0,324.5,228.0,273.0,317.0,251.5,361.0,342.0,252.42857142857144,249.28571428571428,B
434,488,296.0,246.0,226.0,215.0,184.0,238.0,173.0,319.0,215.0,276.0,238.0,257.0,276.0,219.0,273.0,277.5,248.75,338.0,317.0,237.71428571428572,236.14285714285714,B
238,238,346.0,288.0,296.0,134.0,196.0,173.0,215.0,273.0,315.0,253.0,246.0,238.0,334.0,215.0,284.0,238.0,246.0,315.0,292.0,223.0,223.0,B
357,388,323.0,276.0,369.0,246.0,288.0,292.0,296.0,184.0,142.0,169.0,184.0,261.0,192.0,326.0,288.0,338.0,257.0,338.0,346.0,225.875,225.72727272727272,B
426,426,476.0,284.0,384.0,307.0,246.0,384.0,307.0,353.0,269.0,246.0,111.0,207.0,265.0,246.0,257.0,142.0,319.0,173.0,335.57142857142856,228.75,228.45454545454547,B
307,346,265.0,319.0,311.0,257.0,188.0,319.0,219.0,234.0,246.0,238.0,323.0,173.0,257.0,292.0,253.0,211.0,253.0,188.0,325.14285714285717,231.625,231.1818181818182,B
384,265,284.0,246.0,369.0,292.0,369.0,311.0,373.0,242.0,296.0,269.0,257.0,203.0,284.0,303.0,284.0,296.0,338.0,203.0,314.7142857142857,234.5,233.9090909090909,B
384,338,311.0,419.0,284.0,338.0,311.0,207.0,307.0,219.0,226.0,234.0,342.0,311.0,211.0,273.0,342.0,265.0,326.0,219.0,304.2857142857143,237.375,236.63636363636363,B
288,423,273.0,161.0,292.0,238.0,319.0,219.0,146.0,73.0,196.0,292.0,334.0,223.0,246.0,361.0,353.0,373.0,287.6666666666667,254.66666666666666,293.85714285714283,240.25,239.36363636363637,B
453,446,365.0,192.0,123.0,115.0,65.0,92.0,119.0,261.0,269.0,215.0,161.0,253.0,342.0,138.0,280.0,265.0,249.33333333333331,290.3333333333333,283.42857142857144,243.125,242.0909090909091,B
234,296,207.0,315.0,288.0,223.0,157.0,196.0,184.0,219.0,292.0,292.0,319.0,292.0,211.0,238.0,207.0,157.0,211.0,326.0,273.0,246.0,244.8181818181818,B
288,338,361.0,303.0,342.0,226.0,319.0,226.0,369.0,276.0,284.0,223.0,284.0,257.0,338.0,296.0,196.0,242.0,247.5,268.5,290.0,269.0,247.54545454545453,B
315,353,357.0,376.0,353.0,365.0,276.0,192.0,238.0,234.0,238.0,265.0,288.0,373.0,303.0,296.0,303.0,257.0,284.0,211.0,307.0,292.0,250.27272727272728,B
288,211,323.0,269.0,469.0,269.0,326.0,388.0,234.0,226.0,161.0,142.0,246.0,219.0,246.0,326.0,307.0,276.0,334.0,323.0,276.0,315.0,253.0,B
303,273,307.0,288.0,265.0,326.0,265.0,296.0,315.0,269.0,246.0,234.0,234.0,334.0,338.0,292.0,288.0,334.0,311.0,223.0,226.0,292.0,237.66666666666666,B
319,334,342.0,361.0,315.0,384.0,253.0,238.0,188.0,242.0,273.0,261.0,246.0,288.0,196.0,238.0,307.0,324.5,286.0,259.5,214.5,269.0,222.33333333333334,B
215,253,292.0,388.0,403.0,311.0,292.0,307.0,296.0,273.0,234.0,238.0,265.0,269.0,261.0,234.0,207.0,315.0,261.0,296.0,203.0,246.0,207.0,B
292,292,253.0,211.0,219.0,273.0,273.0,161.0,219.0,315.0,207.0,242.0,319.0,319.0,384.0,265.0,209.0,270.5,222.5,240.0,224.5,258.8333333333333,236.5,B
257,326,276.0,342.0,323.0,257.0,223.0,242.0,357.0,311.0,184.0,265.0,192.0,307.0,253.0,342.0,211.0,226.0,184.0,184.0,246.0,271.6666666666667,266.0,B
292,261,261.0,196.0,269.0,261.0,211.0,315.0,242.0,234.0,276.0,296.0,307.0,242.0,226.0,234.0,288.0,246.66666666666666,214.66666666666666,226.33333333333334,277.75,284.5,295.5,B
273,215,311.0,284.0,219.0,319.0,376.0,446.0,353.0,269.0,226.0,269.0,176.0,161.0,215.0,284.0,276.5,267.3333333333333,245.33333333333334,268.6666666666667,309.5,297.3333333333333,325.0,B
211,292,292.0,342.0,273.0,346.0,234.0,261.0,338.0,334.0,269.0,311.0,261.0,226.0,234.0,334.0,265.0,288.0,276.0,311.0,341.25,310.1666666666667,354.5,B
253,311,319.0,376.0,465.0,438.0,376.0,407.0,407.0,476.0,465.0,376.0,376.0,319.0,342.0,307.0,415.0,303.0,265.0,273.0,373.0,323.0,384.0,B
161,303,319.0,238.0,292.0,307.0,242.0,465.0,453.0,392.0,388.0,438.0,426.0,442.0,438.0,338.0,390.0,355.0,334.0,284.5,292.0,294.0,368.22222222222223,B
226,234,276.0,253.0,223.0,276.0,434.0,488.0,411.0,373.0,353.0,346.0,269.0,188.0,303.0,384.0,365.0,407.0,403.0,296.0,211.0,265.0,352.44444444444446,B
192,261,315.0,188.0,215.0,269.0,184.0,346.0,403.0,465.0,438.0,357.0,369.0,261.0,276.0,157.0,211.0,184.0,188.0,269.0,176.5,236.0,336.6666666666667,B
